연번,사용일,적  요,금  액,"대상
(인)",사용처,"집행구분
(카드/현금)",
,1.9,연말연시 소외계층 지원 자원봉사자 격려 오찬,"340,000",20,남구아구찜,카드,
,1.1,사회 양극화 해소를 통한 지역발전방안 논의 오찬 간담회,"150,000",6,풍미,카드,
,1.11,옛 전남도청 복원 관련 현안 논의 간담회,"42,000",2,김형제,카드,
,1.11,합리적 지방분권 추진방안 논의 오찬 간담회,"60,000",3,원양,카드,
,1.11,지역 중소기업 역량 강화방안 논의 만찬 간담회,"350,000",13,염주골식육식당,카드,
,1.12,조직 경쟁력 강화 방안 논의 만찬 간담회,"460,000",17,진도예가,카드,
,1.12,계약심의위원회 관련 운영위원 다과 구입,"129,500",,이룸카페,카드,
,1.14,광주호 생태문화 기반 조성방안 논의 현장 간담회,"63,000",4,엄마손맛집,카드,
,1.15,지역 현안 논의를 위한 주요 기관장 만찬 간담회,"160,000",15,명선헌,카드,
,1.15,문화광장 내 야외스케이트장 운영 관련 업무협의 만찬 간담,"122,000",7,풍암1등한우식육식당,카드,
,1.15,안전한 보행환경 조성 방안 논의 및 의견 수렴 간담회,"53,000",4,맛집한겨레,카드,
,1.16,시정 현안 및 핵심시책 홍보 오찬 간담회,"107,000",5,명송생복집,카드,
,1.17,에너지밸리 조성사업 관련 한국전력 관계자 간담,"344,000",12,나룻배,카드,
,1.17,청사건물 정밀안전 진단 관련 업무추진 협의 간담,"76,000",5,산수유,카드,
,1.18,안전한 생활환경 조성방안 논의 오찬 간담회,"300,000",12,김가원,카드,
,1.18,지자체 간 협업모델 개발방안 논의 만찬 간담회,"120,000",5,원양,카드,
,1.18,시정 주요 현안 해법 모색 만찬 간담회,"123,000",5,가매,카드,
,1.19,시책 현장(야외스케이트장) 근무자 격려 오찬,"400,000",21,어촌,카드,
,1.19,주요 시정현안 홍보를 위한 언론사 관계자 간담,"192,000",8,화순민물추어탕,카드,
,1.19,전통시장 상권 활성화 방안 논의 만찬 간담회,"390,000",16,장수회식당,카드,
,1.22,주요 현안업무 논의 오찬 간담회,"146,000",9,상무식육식당,카드,
,1.22,민간위탁사업 투명성 제고방안 논의 오찬 간담회,"196,000",11,형성진샤브샤브,카드,
,1.22,시정 주요 현안 논의 조찬 간담회,"50,000",5,카페보네르,카드,
,1.22,동절기 취약계층 안전대책 추진방안 논의 만찬 간담회,"87,500",5,맛과향,카드,
,1.22,시 주요 복지건강시책 추진방안 논의 만찬 간담회,"475,000",17,해광민어횟집,카드,
,1.23,2018년 제1회 공유재산심의위원회 위원 오찬 간담,"425,000",17,연한정식,카드,
,1.23,시 주요 현안사업 해법 논의 오찬 간담회,"50,000",5,풍미,카드,
,1.23,시책사업 홍보 및 현안 논의 만찬 간담회,"78,000",3,어가,카드,
,1.24,시민의 목소리 청해듣는 날 운영 관련 시민단체 관계자 간담,"173,000",7,맛과향,카드,
,1.24,주요 시책사업 홍보 언론 관계자 간담회,"450,000",15,원양,카드,
,1.25,주요 노동정책 논의 오찬 간담회,"104,000",5,상무생복집,카드,
,1.25,비정규직 고용안정대책 논의 오찬 간담회,"290,000",12,김가원,카드,
,1.25,지역 경제 관련 규제개혁방안 논의 만찬 간담회,"250,000",10,김가원,카드,
,1.26,제3기 청년위원회 관련 운영위원 오찬 간담,"196,000",8,풍암1등한우식육식당,카드,
,1.26,세계수영선수권대회 준비상황 점검 관계자 오찬 간담회,"210,000",12,옥과한우촌,카드,
,1.26,주요 환경시책 논의 만찬 간담회,"181,000",10,구르메키친,카드,
,1.26,시 새마을금고 운영 관련 업무협의 오찬 간담,"54,000",3,연화,카드,
,1.29,주요 복지시책 논의 만찬 간담회,"216,000",10,송정금호,카드,
,1.3,시책 현장(야외스케이트장) 근무자 격려 만찬,"396,000",13,미스터초밥,카드,
,1.3,옛 전남도청 복원협의회 관련 회의 참석자 오찬 간담,"203,000",10,옥과한우촌,카드,
,1.3,시정 주요 현안 논의 오찬 간담회,"74,000",6,해송생복집,카드,
,1.3,시정 홍보를 위한 언론사 관계자 만찬 간담회 개최,"141,000",6,땅끝마을 수산식품,카드,
,1.31,시민사회단체 관계자와 만찬 간담회,"380,000",16,우리밥상,카드,
,12.1,내방객 접대용 다과 재료 등 구입,"950,000",,에이플러스마트,카드,
,12.1,시민사회단체 관계자 오찬 간담회,"1,400,000",49,아리랑한정식,카드,
,12.4,시정 홍보 및 현안 논의 만찬 간담회,"1,172,000",40,송하,카드,
,12.4,현안업무 추진 부서원 격려,"297,800",,도미노피자,카드,
,12.5,내방객 증정용 엽서 제작,"1,980,000",,제일MRO오피스,카드,
,12.5,공공의료 인프라 연계방안 논의 간담회,"270,000",14,한우촌본점,카드,
,12.7,지역 군 장병 위문 및 격려,"1,900,000",,㈜홍희상회,카드,
,12.7,현장근무자 노고 격려 간식 구입,"121,310",,푸드마켓,카드,
,12.7,취약계층 지원 연말 사랑의 선물 구입,"2,100,000",,대정물산,카드,
,12.7,조직역량개발 중장기 추진전략 논의 간담회,"400,000",16,원양,카드,
,12.8,현안업무 추진 부서 노고 격려,"355,000",14,싱카이 여의도,카드,
,12.11,주요인사 등 내방객 접대용 국산차 구입,"500,000",,보성춘파다원,카드,
,12.11,내방객 지급을 위한 지역 특화 기념품 구입,"1,140,000",,아트컴퍼니모이모,카드,
,12.11,공로연수 및 명예퇴직 예정자 격려,"1,400,000",,아트컴퍼니모이모,카드,
,12.12,공로연수 및 퇴직예정자 격려 만찬,"1,110,000",44,연한정식,카드,
,12.12,직원애경사 축부의금 집행(5건),"250,000",,소속직원,현금,
,12.13,시-자치구간 상생협력방안 논의 만찬 간담회,"1,620,000",55,해동활어,카드,
,12.14,주요업무계획 보고 도시락 간담회,"450,000",30,자연밥상,카드,
,12.14,장기교육생 격려 만찬 간담회,"750,000",46,어울림숯불구이,카드,
,12.14,현업 부서 노고 격려 간식 구입,"20,200",,뚜레쥬르,카드,
,12.15,2018년 주요업무계획 보고 오찬 간담회,"588,000",44,(유)행복을나누는도시락 외 1,카드,
,12.15,내방객 지급을 위한 지역 특화 기념품 구입,"1,500,000",,아트컴퍼니모이모,카드,
,12.17,한중일 평화포럼 준비 부서원 격려,"60,000",,나주곰탕,카드,
,12.19,내방인사 증정용 기념품 구입,"500,000",,삼오액자,카드,
,12.19,내방객 지급을 위한 지역 특화 기념품 구입,"760,000",,아트컴퍼니모이모,카드,
,12.2,주요 현안사업 관련 실국장 조찬 간담회,"72,000",,복아귀명가,카드,
,12.26,직원애경사 축부의금 집행(4건),"200,000",,소속직원,현금,
,12.28,2017년 하반기 퇴직공무원 기념품 구입,"8,575,000",,LF상무프라자,카드,
,11.28,시정 주요현안 소통을 위한 지속가능 발전 협의회 조찬 간담,"160,000",16,카페보네르,카드,
,12.2,연말연시 소외 및 재가아동 지원 봉사활동자 격려,"85,000",,양동통닭,카드,
,12.4,간부 공무원 역량강화방안 논의 오찬 간담회,"60,000",4,어촌,카드,
,12.5,자원봉사 관계자 오찬 간담회,"125,000",5,가족,카드,
,12.6,민간공원 추진 민관 거버넌스 위원 조찬 간담회,"200,000",20,카페보네르,카드,
,12.7,시민의 목소리 청해듣는 날 운영 관련 유관단체 관계자 간담,"81,000",10,열평집밥,카드,
,12.8,시민사회단체 관계자 오찬 간담회,"16,000",2,홍익궁중전통육계장,카드,
,12.12,시정 현안 논의 오찬 간담회,"80,000",4,옛섬진강,카드,
,12.15,현장 상황근무자 노고 격려,"38,000",,빠리바게뜨 상무백양점,카드,
,12.15,시책사업 홍보 및 현안 논의 만찬 간담회,"65,000",3,하루,카드,
,12.15,직장어린이집 운영 관련 운영위원 오찬 간담 집행,"113,000",9,최주원육계장,카드,
,12.16,지역 농업발전방향 논의 정책 간담회 참석 인사 증정 기념품 구입,"1,000,000",,아트컴퍼니모이모,카드,
,12.21,시 자원봉사센터 역량 강화 관련 직원 격려 다과 등 구입,"180,000",,웬디키친,카드,
,12.21,장기 1인시위자 대응 관련 업무협의 오찬 간담,"45,000",3,예술식당,카드,
,11.1,직원애경사 축부의금 집행(2건),"100,000",,소속직원,현금,
,11.6,5급 승진자 격려 간담회,"1,647,000",55,해동활어,카드,
,11.6,소방서 현장근무자 격려금,"2,500,000",,소속직원,현금,
,11.8,규제개혁 및 시정 현안업무 공유 차담회,"200,000",30,이룸카페,카드,
,11.8,시정 현안 공유를 위한 실국 서무계장 만찬 간담회,"650,000",27,아미가,카드,
,11.9,지역 군 장병 위문 및 격려,"2,000,000",보병31사단 장병,㈜대주축산,카드,
,11.1,현안업무 추진 부서원 노고 격려 간식 구입,"480,000",,푸드마켓,카드,
,11.1,직원애경사 축부의금 집행(4건),"200,000",,소속직원,현금,
,11.11,수행 직원 격려 오찬,"28,000",4,남원추어탕,카드,
,11.14,수능지원 종합대책 점검 오찬 간담회,"250,000",10,원양,카드,
,11.15,시정 현안 홍보 오찬 간담회,"140,000",6,제주날닭,카드,
,11.15,현안업무 추진 부서원 격려,"231,000",10,가매,카드,
,11.15,비서실 내방객 접대용 국산차 구입,"700,000",,산에사네,카드,
,11.16,현안업무 추진 부서원 격려,"313,000",28,옥과한우촌,카드,
,11.16,시설물 안전점검 추진 관계자 만찬 간담회,"425,000",15,연한정식,카드,
,11.17,지역 봉사활동 관계자 격려 오만찬 간담회,"1,514,000",162,"참뼈,황토옹기한식부페",카드,
,11.17,직원애경사 축부의금 집행(6건),"300,000",,소속직원,현금,
,11.18,시정 주요 현안사업 추진방안 논의 만찬 간담회,"33,000",3,안뜨레,카드,
,11.2,경북 포함 지진 피해 위문 격려금 집행,"5,000,000",,(사)재해구호협회,카드,
,11.2,내방객 지급을 위한 지역 특화 기념품 구입,"2,640,000",,아트컴퍼니모이모,카드,
,11.2,현안업무 추진 부서원 노고 격려 만찬,"680,000",25,섬진강,카드,
,11.22,내방인사 증정용 기념품 구입,"1,500,000",,삼오액자,카드,
,11.24,내방인사 증정용 기념품 구입,"1,550,000",,"아트컴퍼니모이모,보성춘파다원",카드,
,11.24,시정 핵심 현안사업 논의 만찬 간담회,"300,000",12,원양,카드,
,11.27,대학수학능력시험 지원업무 추진 관계자 격려,"496,000",18,갈비가,카드,
,11.27,직원애경사 축부의금 집행(2건),"100,000",,소속직원,현금,
,11.28,내방객 지급을 위한 지역 특화 기념품 구입,"1,000,000",,아트컴퍼니모이모,카드,
,11.28,2018년 시정 추진방향 논의 만찬 간담회,"843,000",30,백년미가 유촌점,카드,
,11.3,2018 국비확보 방안 논의 조찬 간담회,"250,800",10,글래드호텔(여의도),카드,
,11.3,직원애경사 축부의금 집행(1건),"50,000",,소속직원,현금,
,10.25,4차 산업혁명에 필요한 리더의 자질과 역할 관계관 간담,"380,000",13,광주밥집,카드,
,11.1,광주형 일자리 성공 추진방안 논의 만찬 간담회,"310,000",12,(유)금강,카드,
,11.2,2017년 충무화랑훈련 관계자 오찬 간담회,"420,000",21,다원명가,카드,
,11.2,광주 정부통합전산센터 주요 현안 협의를 위한 간담회,"460,000",17,연화,카드,
,11.2,시청사 내 1인시위 관련 유관기관 관계자 업무협의 오찬 간담,"150,000",6,풍미,카드,
,11.2,시정 주요 시책 추진방향 논의 오찬 간담회,"33,000",3,노안나주곰탕,카드,
,11.3,광주 학교폭력 대책 지역위원회 심의위원 간담,"350,000",12,원양,카드,
,11.3,지역 재난 대응체계 논의 오찬 간담회,"84,000",6,나주곰탕황순옥며느리(상무점),카드,
,11.3,시정 주요 현안 논의 오찬 간담회,"30,000",2,계림삼계탕,카드,
,11.6,제53회 시민의 날 행사 개최 관련 시민단체 관계자 만찬 간담,"32,000",4,섬진강추어탕,카드,
,11.6,집단민원 대응 현장 근무자 격려 오찬,"49,000",7,어촌,카드,
,11.7,옛 전남도청 복원 관련 실무협의회 참석자 만찬 간담,"172,000",9,풍미,카드,
,11.7,생활체육 저변 확대 방안 논의 오찬 간담회,"120,000",6,풍미,카드,
,11.8,주요 시정현안 홍보를 위한 언론사 관계자 간담,"32,000",4,섬진강추어탕,카드,
,11.8,취약계층 자활기반 확립방안 논의 오찬 간담회,"190,000",9,대원축산하누맘(상무점),카드,
,11.8,청년정책 논의 만찬 간담회,"60,000",5,향초밥집,카드,
,11.9,시-자치구간 주요 현안사업 소통을 위한 자치구 관계자 간담,"470,000",16,연한정식,카드,
,11.9,시민의 목소리 청해 듣는 날 운영 관련 유관단체 관계자 간담,"115,000",6,쌍학,카드,
,11.9,광주다운 주민자치센터 사업 관련 유관단체 관계자 만찬 간담,"236,000",13,램앤솔트,카드,
,11.9,소상공인 보호방안 논의 만찬 간담회,"121,000",5,김가원,카드,
,11.1,장애인 자립기반 지원 활성화 방안 논의 오찬 간담회,"223,000",5,향초밥집,카드,
,11.1,시정 주요 현안사업 해법 모색 만찬 간담회,"166,000",6,정남진장흥한우,카드,
,11.1,시청사 집단민원 대응 청사방호 관련 업무협의 오찬 간담,"45,000",3,아리랑한정식,카드,
,11.11,지방자치단체 간 우호협력 방안 논의 간담회,"44,200",10,익산역맞이방제과점,카드,
,11.11,노인정책 논의 오찬 간담회,"74,500",6,샹하이,카드,
,11.13,제53회 시민의 날 행사기획단 관련 회의 참석자 오찬 간담,"77,000",5,향초밥집,카드,
,11.13,취약계층 김장나눔 봉사활동자 격려 만찬,"94,000",7,강태공회,카드,
,11.14,주요 현안사업 홍보를 위한 언론사 관계자 간담,"60,000",5,섬진강추어탕,카드,
,11.15,구 도청 복원 관련 관계자 만찬 간담회,"74,000",6,보성녹차돼지,카드,
,11.16,전라도 천년맞이 타종식 준비 관련 유관기관 관계자 간담,"78,000",6,화통감자탕,카드,
,11.16,보훈단체 관계자와 오찬 간담회,"30,000",2,풍미,카드,
,11.17,효율적 열린청사 운영방안 논의 만찬 간담회,"127,000",6,어가,카드,
,11.19,사업용 자동차 교통사고 저감대책 논의 오찬 간담회,"36,000",4,나주곰탕황순옥며느리(상무점),카드,
,11.21,청년작가 창작활동 지원 방안 논의 만찬 간담회,"210,000",7,백년미가,카드,
,11.23,시 주요 환경정책 논의 간담회,"139,000",5,염주골식육식당,카드,
,11.23,환경미화원 공무직 노조 현안 관련 업무협의 오찬 간담,"142,000",7,향초밥집,카드,
,11.24,2019 광주세계수영선수권 대회 준비 관계자 간담,"267,000",9,진도예가,카드,
,11.24,동절기 서민 생활안정대책 논의 오찬 간담회,"97,000",5,풍미,카드,
,11.24,시민단체 관계자 오찬 간담회,"24,000",2,양달수회타운,카드,
